c5,c6,c7,c8,c9,n0,n1,n2,n3,n4,class
a,a,a,a,a,0.8527129192364971,-1.005959288420175,-2.019578025124609,0.4130070673893958,-0.3574742814671645,A
b,a,a,a,a,0.681005450694874,2.0903276365284427,4.175518587565834,2.9201470024242333,2.5107474175587887,A
b,a,a,b,b,0.8288723283279286,-0.0773867076481956,-0.3940080912452182,0.8496396277053808,0.1899574454660632,A
b,b,b,b,b,-0.6659536272639149,-1.2591263475888428,-2.848369758105341,-1.438173017343733,-1.2944261956057477,B
b,b,b,b,a,1.3483655698114267,-1.2732706922227857,-2.079234168766403,0.6359664813805433,-0.0283635890117124,B
a,b,b,a,b,0.8165066879745796,1.5427487554225752,3.069383189412662,-2.237346095152416,-0.3808022172866495,A
a,a,a,a,a,0.0792811392171504,0.8128660826091773,1.865125914490716,0.659712915511924,0.8360713020364381,A
b,b,b,b,b,1.6078322290017215,0.0468461084947423,0.6514900921350999,-0.3212531593310145,0.1379722212354147,B
a,b,b,a,b,0.4938433222988723,0.4137478750336817,1.2034892867466147,0.6152518663355173,0.5027161139848094,A
b,a,a,a,a,-0.274203420078235,0.9495276191558352,1.6833118445820885,0.5112437313468868,0.6625107075086204,A
b,a,a,a,a,-0.5166547919208929,-1.417916894464698,-2.65471680216881,0.4742673735177039,-0.3752357328491451,A
a,a,b,a,a,-0.0702652346018594,0.9060312223310364,1.8417676079898573,0.9701725220320412,0.9756190710867798,A
a,a,a,b,b,0.0024409905634837,0.6632186450521443,1.0825541125319265,0.9642785081226604,1.0011488723902378,A
a,a,a,b,b,1.7300614534619374,0.7631689730468951,2.00526160485805,0.2946613758606897,0.7267951582171512,A
a,a,b,a,a,-0.3614064125376022,-0.3516845160300662,-0.7218136399185366,0.4228396396253036,0.0081416562452552,B
b,a,a,b,b,-0.976759112525006,1.7438530092318427,3.4166439396024844,-1.555081208062372,0.1729958104084054,B
a,a,a,b,b,1.2102322756048076,-0.4832341465933362,-1.2585155752932435,-0.2612482038113269,-0.2901181789223675,B
a,a,a,b,a,-0.958425241786013,-1.1669266514937762,-2.0459707538796508,-1.5272207864898997,-1.4463744666642353,B
a,a,a,b,a,1.0913213586807469,-0.0462508189604371,0.0776069848386565,-0.4271181810539989,-0.401230067602401,B
b,b,a,a,b,1.461252292028555,-0.0910294628525309,0.1118565885258816,0.5285853327435711,0.2644624097609561,A
a,b,b,a,a,0.9703243509080672,-1.0965083292351878,-2.115054562637938,0.6495112484725261,-0.1816724957639282,B
b,a,a,b,b,-0.8608452940065248,1.107080772262067,1.7256076819677375,-1.5737171038016238,-0.0648454863144139,B
b,a,a,b,b,-0.4375043311735111,-1.2727997390070993,-2.519012662885632,-1.5528742990491808,-1.3986761763490168,B
b,b,b,b,a,-2.2276488424225214,-1.1911691896133612,-2.7293337203519803,-0.6282093500729049,-0.8671819006449943,B
b,b,b,a,b,0.666915254542594,1.2173500494462224,2.359777250394891,1.5779676388318842,1.4251075891165894,A
a,a,b,b,b,-0.3570500254331952,-0.6064277515295364,-1.338812039297954,1.3201167993606542,0.5126153779331294,B
a,b,b,b,a,0.3625143844916482,-0.5078351114527859,-0.8512662510608507,2.016184227431255,0.6651772936067284,A
b,a,a,b,b,-1.1272339640960245,0.74748889125961,1.1849777580098395,0.8840512306186755,0.9273057536059268,A
b,b,b,a,a,-0.2330620543295479,1.0808131091436444,2.358386238821637,1.102425565279473,0.8980538609631774,A
a,b,b,b,a,0.4627223118740722,-0.5300392325666611,-1.143844858603286,-0.631746408268928,-0.4861058036727924,A
b,a,b,b,b,0.9941801369608682,0.7358699559983959,2.043156649719818,-0.3055746051978637,0.106178892912741,A
a,a,b,a,a,3.0030319893552364,0.4508106842408489,1.06392199084176,-1.6527129123571314,-0.6970331760739485,B
a,b,b,a,b,-0.6518000266947991,0.5584926197607559,0.8915388141406246,-0.1524832043289025,0.2718186181200976,A
b,a,a,b,b,-1.82534085494454,-0.224910671102746,-0.8361177680196051,-1.3298356307186163,-1.019340445558562,B
a,b,b,a,b,-0.6624129294543892,0.2189324717813642,0.0452207960348011,1.3085550364649206,0.990198915004613,A
a,b,b,b,a,-0.6045521051902945,-1.241008339819985,-2.243194882734856,-0.1117276045278035,-0.6851730811995892,B
a,a,a,a,a,0.9794614275974932,-1.6576426070771568,-3.116112411475739,0.5692257790132113,-0.5781544448445519,A
a,a,a,a,a,0.151114252438155,0.4791117728603141,0.7677576414622548,-0.8316694585681947,-0.2737090145698456,B
a,a,b,a,b,-0.0806517410834853,-0.5564179282692322,-1.4163230538849134,1.0500815327976003,0.3410740109205554,B
b,b,b,b,a,-1.1517682620072107,1.397953039509546,2.8477142395102897,-1.428747387173126,0.1382790809836089,A
a,a,a,b,b,-0.2694854016080431,-0.3688264294472048,-0.7249495117002034,-1.2043044431389396,-0.5711259612562638,B
a,a,a,a,a,-1.0200403497353372,-0.880888568390264,-1.942297758201228,0.7348322984030223,-0.1307249798334333,A
a,b,b,a,b,0.9636017303043344,0.1850821715908987,0.0392522056537393,0.2807148900886296,0.2119650223555395,B
a,a,a,b,b,-0.22505133297798,0.1445912142751069,-0.3018931712773715,-0.9646081166003292,-0.4907040986491626,B
a,a,a,a,a,1.4787162801270548,0.103000580832306,0.610969086232896,-1.682373426255675,-0.7189375600424373,B
a,a,a,b,b,-0.9354072043498656,0.8156361066764404,1.788356291132169,-3.542528252082334,-1.412484940776889,B
b,b,b,b,a,-1.1034324371493205,0.4786620864468676,1.2321601196355707,-0.5386199074352421,0.069810831504904,A
a,b,b,a,b,0.8043283004327407,-0.5631106098149585,-0.9286299411482924,2.10041967854674,0.823858229663843,A
b,b,b,b,a,1.1666583985124377,0.0503684660073516,-0.1421262186100782,-0.437953775737274,-0.2039616119390321,B
a,b,b,a,b,0.2500306700599125,1.7277511593532435,3.688099695080484,0.6362408972555371,1.218874008800069,A
b,a,a,a,a,-0.7457091471283542,-0.4483609001294432,-0.9980865069459128,-0.1986549254242788,-0.3108871291325477,B
a,b,b,b,a,-0.1154440490720214,-0.6553655292232583,-1.8782512917224288,0.1782065438725585,-0.319042664870152,B
b,b,b,a,b,0.5737296781455269,-0.7924177824234907,-1.711914858735499,1.4738885252628453,0.4578194405011298,B
a,a,a,a,a,-1.5432109304204285,0.6024911042841267,1.5065363032033012,0.2058615566954212,0.3135265692891482,A
b,a,a,b,b,0.3441772213371169,-0.7463442482131722,-1.4075828242399622,-0.1482943292580866,-0.5818424177234336,B
b,a,b,a,a,0.4914054859557436,0.7434775885856516,1.2459341528392749,0.3623275143559755,0.3764115315006353,A
b,b,b,b,a,-0.3892187142812407,-0.6950772157252361,-1.2224403760364106,-0.416838878367576,-0.5352788688327745,B
a,b,b,a,b,0.7214825883137503,-0.0916899249843927,0.2056453757787616,1.3374374596588885,0.4714919613240048,A
a,b,b,b,a,-0.4817185583311182,0.2415812011815722,0.7047451009592349,-0.1909607381698787,0.1750524517159593,A
b,b,b,a,b,0.2728937366761989,-0.2319921620364662,-0.3835989897832256,0.7957098172032026,0.3591358914542301,B
a,a,a,a,a,1.4119955466507417,-1.3115359285736492,-2.3841445497177376,0.2657892527294838,-0.3145436179793671,A
b,a,a,a,a,-1.2322546443681082,0.21399185153378,0.2090203701418524,0.3117828789663942,0.2987741690045197,A
a,a,a,b,b,-0.1825773311621085,0.0377265989935428,0.0496616028365427,-1.992335401524069,-1.1089195765778948,B
a,b,b,a,b,-1.0040229893637502,0.9708857051074408,2.010887004602778,1.295155708188989,1.3424360754248268,A
b,a,b,a,b,-0.5037232986752908,-1.0111684446914808,-2.059463112003096,1.1954912877014043,-0.0614092523306524,B
a,b,b,a,b,-0.956915184273085,-2.061595964108794,-3.891700685374042,0.2711292512839372,-1.1901729451435676,B
b,b,b,b,a,-0.0422438290345827,0.2859580802112708,0.7208893248774686,-0.9372574621927378,-0.1399552431916227,B
b,a,a,a,a,1.0562003693579285,0.6459244119083004,1.5813818941187063,0.2001076900204357,0.4195230231724522,A
b,a,a,a,a,-0.6775339528383393,-1.8054245961954785,-3.241037668533868,0.671504514819378,-0.4952959638771729,A
b,a,a,b,b,0.1913820671703555,1.8991130522527924,3.328012141036206,-0.3279712116814562,1.0448703275329485,A
a,a,a,b,b,0.3659830484891206,2.312799078413819,4.456400555004933,-0.4378182792460047,0.9601565816616048,A
b,b,b,b,b,0.462306885455208,-0.0708529285102606,0.2231632583943437,-2.0279196266696697,-1.2678917121013598,B
b,a,a,a,a,-1.3907337050800217,-0.3593338583684293,-0.886112190466234,2.029405581830821,0.728786952235462,A
a,b,b,a,b,-0.9526673851733743,1.6008402686111105,3.085242796138334,0.1554342535292679,0.9465730378592364,A
b,b,b,b,a,0.9753343534368408,-1.9747176993256768,-3.687606078724712,-0.8019086300396436,-1.4381636636693005,B
b,a,a,a,b,0.9319680546488874,-0.1372153682078566,-0.3080585768757085,1.76575185185121,0.9714876801391844,A
b,a,a,a,b,-0.3253395219883322,1.823539280151508,3.386599710088284,0.4207006533049571,1.3847520724068372,A
a,a,a,a,a,0.8860835249359337,-0.0544135173623665,-0.4666473262280022,1.1621817681154445,0.8759510555121116,A
b,b,b,b,a,-2.217732334446086,0.5501524801670445,1.0732739360540358,-0.1105413210857574,0.2647705018966271,A
a,b,b,b,a,0.6943340323010934,0.3614244857762577,0.8766779487266552,-0.4938120546162249,-0.1259060437994679,B
a,a,a,b,b,0.0507461644652828,0.8061821637622687,1.5261600949368117,2.1125313042518408,1.4740321667089764,A
b,b,b,b,a,0.5932040113240553,0.0165300931549245,0.0889942156780663,-0.4453513855878734,-0.1885010202196022,B
b,a,a,b,b,-0.5400765228155062,0.1338378832688009,0.7592261558989372,-0.9909516683919852,-0.3215393792379371,B
a,b,b,b,a,-0.9022230780473056,0.4122338125633911,1.0726178223181255,-0.539890263290581,0.2141104591745257,A
b,a,b,b,b,-1.1645751414054335,0.5881695241443823,0.7994156208281917,-0.693502690717709,0.0288602835046387,B
b,b,a,a,b,0.6058262364679711,-0.8475561562689726,-1.618063874018503,0.9593468087986644,-0.0779118714301189,A
b,a,a,a,a,-0.8550156745806139,1.2966194286137254,1.917708551537052,0.5597288229315275,0.9416469487445888,B
b,b,b,a,b,-0.5464666189062158,-1.818068633258881,-3.7963154940162913,0.6406315555438457,-0.6738782463448685,B
b,b,b,b,a,-0.7809804413098435,0.153671004452275,0.7170821020445652,-1.3841762071613302,-0.454146409375058,B
b,b,b,a,b,-0.6916513031359117,1.3338893063621935,2.661269865681039,0.3752499599117829,0.6951587135848665,A
b,a,a,a,b,-0.8593861575527322,-0.1462371511548425,-0.3892275019916436,-0.7852894006663206,-0.3593209125404126,B
a,b,b,b,a,-0.7846180254960149,0.670347807719519,1.266708385165454,-1.668107531826373,-0.4983107659653076,B
b,b,b,b,a,0.4242707071787576,-0.2521173432325486,-0.4474543254746317,-1.5459037445802302,-0.7489663315476454,B
b,a,a,a,a,0.0493353260119475,0.5406877667289808,1.3123362248399342,0.6386163022192415,0.7279002980635544,A
a,b,a,b,a,0.2957595994152294,-0.7615205848031696,-1.619387035389935,-0.6704318121144249,-0.776683194581836,B
b,b,b,a,b,0.423259368063262,0.650662582325957,0.8851281325168481,0.3570115722676469,0.6245667924637637,A
a,b,b,b,a,0.5649352490171823,0.9193066789781073,1.7038106164213085,-1.8947209917632384,-0.6044341944041012,B
b,a,a,b,b,-0.4922300194169058,0.4206465750307095,0.5686167132407217,-0.0321704089963046,0.3476622987057235,A
a,a,a,b,b,1.2623417332891669,2.698580713187249,5.791442954613796,-0.9903376253116122,0.7323916260427984,A
b,a,a,b,b,0.1954830975378481,-0.908362665823606,-1.7356894262663702,-1.346807182790831,-1.1008259229935178,B
a,a,a,a,b,-2.6171328108779504,-0.1335286190798361,-0.4695315252195879,1.7945310485375092,0.8282164237396551,A
b,a,a,b,b,0.5257989142532018,0.301805075707693,0.84275459748296,1.2140603037197688,0.7635075780754678,A
a,a,a,b,b,-0.345632919846028,0.0441158315089556,-0.2212040739091355,-1.183431480400711,-0.4427448298843379,B
b,b,a,b,b,1.004065078812556,-0.5703383409022078,-0.973130025624559,-0.8359825150228071,-0.757847495853236,B
a,a,a,a,a,-0.7070063887273503,0.3872733760330868,0.8873567991724651,2.073148543672292,1.010768397104044,A
b,b,b,b,b,1.1536754844111623,-2.23050859208749,-4.47164877781155,-0.668497130755164,-1.5798494882190957,B
a,a,a,a,a,-0.3898760179397036,-1.1328433823811397,-2.4332090664115027,0.5659694097672187,-0.2799782974267395,A
a,b,b,b,a,2.3699243182960874,0.0397382041312043,0.0852512577100683,-0.1387504705603037,-0.1627132888359272,B
a,b,b,a,b,0.0245385131481687,1.974841843611464,3.661729816942332,0.3147490589249362,1.2057697497845967,A
a,b,b,a,b,-1.809628063322544,0.4345555765215725,0.7635570674040981,-2.196406623196452,-0.954106954653346,B
b,b,b,b,a,1.5389532699478246,-0.973824309736551,-2.273053967602786,-2.0193720331403955,-1.5051256895171914,B
a,b,b,a,b,0.0907904557836336,-0.5610102365551931,-1.304600782337623,0.923494593160199,0.0021186593087541,B
a,b,b,a,b,-1.131618311066568,1.0551006760830213,2.2572690878060104,-0.571754601827112,0.248682722081572,A
b,a,a,b,b,0.7734589402244291,-0.3990012375938869,-0.8949708644391998,-0.5539114528992208,-0.3340816537831186,B
a,b,b,a,b,-1.0140295708447544,-0.8395153485171476,-1.6947513178243496,1.0254560717651044,0.0494071317666256,B
a,a,a,a,a,0.5903091365387878,-0.7994549439849581,-1.4535748976864715,0.2562468209001052,-0.3851508792126337,A
b,a,a,b,b,2.159592445457246,-0.5032620911198694,-1.0749262759369655,-1.0922510577666389,-0.868172745281284,B
a,a,a,b,b,-2.168775826836263,-0.2398899011064146,-0.1232187154157766,-1.3097318802608946,-0.6828597345156264,B
b,b,b,a,b,1.027909094988822,-0.2522555238745316,-0.3217988226991919,1.568649371656162,0.8614740821704918,A
b,b,b,b,b,-0.1412148720711762,1.207671643975601,2.2199377295281124,-1.3802710544403485,-0.2990191721305292,A
a,b,b,b,a,-1.1167504913843351,-0.92303866849627,-1.4814636662449383,-0.2265696768530575,-0.5341110768242562,B
a,b,b,a,b,0.5616027032313606,-0.2820828875357745,-0.5175753826630027,1.932086517320431,0.925111556948954,A
b,b,b,a,b,-0.1172247136696166,2.0442125513437737,4.439953454669666,0.0607295805111687,1.012515191564153,A
a,b,b,a,b,0.5769435589685269,0.4374438839905099,0.7128015955151026,0.4159837830357501,0.5811586961470685,A
b,b,b,a,a,-0.5509379164283698,0.2268223236044887,0.6503997222060028,-1.2410154105068358,-0.3392841061872296,B
b,a,b,a,a,-1.2555915619821143,-0.2667457273664581,-0.5317472138221813,0.1757810579679033,-0.1044093620608463,B
b,a,a,a,a,-0.8876670033351609,0.250243932019809,0.363152681300972,1.107608276330274,0.9323143829849452,A
b,a,a,b,b,0.5710872292309361,-0.0504585493020184,0.0883076430255817,-0.99144560633042,-0.5664111930655285,B
b,a,a,b,a,0.1588170948477389,-0.225810443434739,-0.5015966782374129,-0.4810657718622433,-0.4956495218320965,B
a,a,a,b,a,-0.415203984215688,0.9387944439659116,1.886494127182348,-0.789747019165768,-0.0714997718805506,B
a,a,a,b,b,1.7599593701952796,-1.0941562707906036,-1.9752204975326684,-0.2447850415247171,-0.6571350231453899,B
b,a,a,b,b,-0.0762468882064338,-0.2652002411888073,-0.4059729265986654,-0.0194586264605163,-0.1625037452932043,A
a,a,a,b,b,1.3291333470711009,0.0384783491731335,-0.0404566839321315,-1.4976675928250869,-0.5706487274146983,B
b,b,b,b,a,0.1656173337644697,-1.7854203297534574,-3.621212755918944,-0.5778980264839942,-1.2999626195438692,B
a,b,b,a,b,0.5188534022161566,0.5696552052255514,1.421757496976849,0.2699050144369076,0.3112404659458239,A
a,b,b,b,a,0.9605217916151004,0.5942232262735663,1.8713509899609293,-0.6885601461516602,0.0093934911648253,A
a,b,b,a,b,1.059596010472455,-0.2614271117352055,-0.5439136625530744,0.5044311856601926,0.1485443469320066,A
a,a,a,a,a,1.504776425701774,1.13101200006619,2.345595669357348,-0.1001040339657748,0.3917801726475668,A
a,a,a,a,a,-1.237655597010221,-0.9226851175817076,-1.507877800944876,1.0233632314873224,0.2632983201854394,A
a,a,a,b,b,0.3031162050710801,-1.3039807872081175,-2.7074873246826665,-2.211390242311888,-1.580140470835422,B
a,a,a,a,a,-2.052393271057389,0.4898720770125233,1.3457917026916588,0.3236968997044241,0.5530836121795324,A
b,a,a,a,a,0.4660560587294553,1.3519491880979932,2.5463343090758483,0.1486078329987537,0.6392952836284121,A
a,b,b,a,a,-1.4638324467913733,-0.8476659776609503,-1.9691016269802764,-1.6285299486608793,-1.3335898628272769,B
b,a,a,a,a,1.2555275909595562,0.2907703644466552,0.649965016491712,-1.4076804861382255,-0.5250265271937776,B
