,c5,c6,c7,c8,c9,n0,n1,n2,n3,n4,class
19,a,a,a,b,b,1.268319689583159,-1.3929884163951127,-2.865866996194533,-0.5594048478679352,-0.8828225092330089,1
20,a,a,a,b,b,0.7295137736932523,0.3326580791643891,0.9777648125810664,-1.3100925344604288,-0.753056603906824,1
21,a,a,a,a,b,-0.0800161086867617,-1.157231722386832,-2.0725349474023056,0.3126602873877215,-0.3174758864127678,0
22,b,b,b,a,b,1.1984567281495,-0.3220853852477917,-0.4211669538690797,0.0633710184006981,-0.1140797699049877,1
23,a,b,b,b,a,-1.1918119936025835,-0.4683569361902783,-0.9561034071795208,-0.2548247431489397,-0.5577627269125086,1
24,b,b,b,b,a,0.4514402540487034,-2.023686148521125,-4.310363018828512,-0.6232570198271035,-1.1649506530992448,1
25,a,a,a,b,b,0.3081400120743264,0.5097771660627505,1.4098508920398578,0.1894446811785137,0.0938479859809582,0
26,b,a,a,b,b,-0.0155032626672159,0.9034807409505212,1.7157561659017455,-1.5946171980850514,-0.5831173715014768,1
27,a,a,a,a,a,1.1525031615921828,-0.5077799955324841,-1.024338371406646,0.0917142740983752,-0.4778296640166002,0
28,a,a,a,a,a,0.9965654000811356,1.7176573128978128,3.188236235181979,1.0046107215413589,1.2860213721788147,0
29,a,a,a,a,a,-0.6087564804709298,1.1735696540224738,2.357170887442678,0.0593143863251593,0.6101848111685038,0
30,a,a,a,a,a,-0.9598388896664072,-0.0827645642331414,0.1165210139538373,0.7409392445381773,0.3560748385039947,0
31,a,a,a,b,b,-0.4673543949902474,0.2618027310472462,0.4514117059633408,0.1175697687251681,0.2351725874073943,0
32,b,b,b,a,b,1.2958088163082082,-1.9084761004050144,-3.4296492974757777,0.0660752952636923,-0.9052119572762848,1
33,b,a,a,b,b,-2.6761941308532395,-0.7898098008176055,-1.5775517274358044,-0.0953689884724004,-0.507016718953381,1
34,b,a,b,a,a,0.2512903327675963,0.7614942408110688,1.219876142759444,0.0406872372339134,0.6551873939432773,0
35,b,b,b,a,b,1.8248937289728948,0.5735206395886665,1.0701731163993016,0.5845181943963067,0.5699221188476946,0
36,a,a,a,b,b,1.296125830702753,-0.7621376076679252,-1.091883901326929,-0.5570669107875413,-0.5766628261910199,1
37,b,b,b,b,a,0.2691012415377836,0.303653801292916,0.7017121447723998,-0.0928807977760902,-0.0241116083655005,0
38,b,a,a,a,a,1.1268124118131797,-0.9947878303252216,-2.1077148236604604,0.4570196323707527,-0.1924869240105566,0
39,b,a,a,b,b,0.0647324671005947,0.7048042475271231,1.5866496383210027,-0.2960971949806349,0.2400771933554099,0
40,a,b,b,a,b,-1.4355198775104812,0.9066366599846748,1.7456829782043797,0.8049618101672074,0.9568432664412638,0
41,b,a,a,a,a,0.0709615772554488,2.2060315491930327,4.885667351312967,0.6527902757359145,1.3252345342717708,1
42,a,a,a,b,a,-0.5653251566396035,0.9231804325600088,2.459940312433809,-0.3446800347446415,0.4361267948644022,0
43,b,b,b,a,a,1.00219297264642,-0.2283313758858829,-0.4186465169166792,0.4389217633744512,0.3417785513603267,1
44,b,b,b,b,a,-1.1184213943457,0.2624338843333084,0.1936531799238586,-0.9886689656841786,-0.2055652919496,1
45,b,b,a,a,b,-0.2441815183099527,1.3892513903272623,2.283084423122835,2.669326847424097,2.0849445939335425,0
46,b,b,b,b,a,1.9277157610057007,1.130939320993206,2.649348586602298,-0.6523455020337066,0.0159968145296457,0
47,a,a,a,a,b,0.6321413250280249,-1.0978868941616575,-2.150412039802322,0.8204864747574053,-0.1980120969565185,0
48,b,a,a,a,a,-0.4731871923515909,-1.1608666221669417,-2.043749088738622,1.4322234457979683,0.2081889168731512,0
49,a,a,a,a,a,-0.1923178701009051,0.7146312136933708,1.1889531459652325,2.146076524914538,1.3933568233383782,0
50,,a,a,,,0.1787669671699831,,,,0.2696255695017865,0
51,,a,a,a,,1.3646840551607486,-0.4286812792434987,,1.1226792716675524,,0
52,,b,b,,,-0.8785320487688855,2.046157247870372,4.4023655505597175,-0.6331572158437041,0.5792332449567876,0
53,,,,a,a,0.7944885825301361,-1.0895654558900392,,0.0964266995187819,,1
54,,,a,a,,,,,0.2825344603825396,,0
55,b,,b,,b,,,0.7617814364300552,0.4504150924069764,,0
56,a,,b,,,-0.5370640925609409,1.0316305022112393,2.315530522191694,,,0
57,,,,b,,,0.6073897757787211,,,,0
58,b,,b,,b,,,,,,1
59,a,,a,,a,,,,0.188513103232586,-0.039205344885387,0
60,a,,b,,b,,,,,-0.9115712827931668,1
61,,,,b,b,,-0.256313890115271,,1.0813280659133608,0.41568252575918,0
62,b,b,a,,b,-1.2350592670736031,-1.64588242243507,-3.3746758905609413,0.3694354597669186,-0.5108079226172288,0
63,,,b,,b,1.2599011119759622,1.243387468774794,2.354117138988707,,0.7701759487251119,0
64,a,b,,b,,,-0.7352600793416336,-1.2932718967240548,,-1.0945134692938163,0
65,b,b,b,b,a,,1.1045880927384912,,,,1
66,a,a,a,b,b,,,,,-0.2110924612494446,1
67,a,b,b,a,,,0.0893538065573896,,1.4147587482932351,0.4459147354823257,0
68,,,b,,,-1.1975309343699787,-1.0282846406172443,-1.829475508561415,-0.8678755777547006,,1
69,,b,,,a,-0.7638806284380515,,-2.023426499200735,-0.2162204484552525,,1
70,a,a,,b,a,,1.125742696622149,2.633050285429574,-0.6027434285437504,,0
71,b,,a,,,-0.4194419435096402,1.708004355065733,3.5008840002123507,,,0
72,,b,b,,b,,,,,,0
73,,,a,,b,,,0.8208147381978476,-1.5845308415059736,,0
74,b,a,,a,,,-0.57305358042231,,,,0
75,,b,b,,,,0.2390016386831334,,,-0.5953179431160609,1
76,,a,,a,,,-1.8398288451602725,,,-0.508518096293133,0
77,,,,b,b,,-0.5093238924602114,,-0.9725915309771316,-0.6711858212447609,1
78,,,a,b,,,-1.90855944259952,-3.5731677586438595,-0.902763422260302,-1.4568682232754258,1
79,,b,,,a,-0.2787696986422562,0.0118433767883934,,-0.8782889910187027,-0.3324222883832864,1
80,b,,b,,,1.4589661309619413,-0.0341812762901105,-0.0342204269926768,,0.3083358788397869,0
81,a,a,,,b,-0.7886003585928859,0.7357342923972017,1.3769076325834717,-0.9858576907669035,,1
82,b,a,a,a,,,0.0595716351624794,-0.1034795425737287,0.5141543662672696,,0
83,a,a,,a,a,,,-0.1161557047758364,0.3078187410495005,,0
84,,b,b,b,,,1.0956469991150943,2.675331243608546,,0.3063857142377769,0
85,b,b,,,,,0.1720507224748249,,-1.1984334131966323,-0.3367577114128379,0
86,,a,,,a,0.604308353844977,,4.345229151586612,1.602576329992389,1.7659289181735698,0
87,b,,,,,0.8439657845070823,,,0.1308267030255128,-0.4910432555718865,0
88,a,,a,a,,,0.7742675785681632,1.5134964141482563,1.3540060840068775,1.0985906983956906,0
89,b,,,,a,,1.1741913641103707,2.3379251203044413,,,1
90,b,,a,,b,,-0.9284147743982748,,-0.2312304746351579,,1
91,b,b,,,b,-1.2054144483594755,0.6769592961057463,,0.3614354701955039,,0
92,,,b,b,,,-0.3015825498741241,-0.7423880053664922,,-0.3514871038962626,1
93,a,b,b,b,a,,,0.7467177267471158,,0.1171228908654777,0
94,,,,,,0.8527129192364971,-1.005959288420175,,0.4130070673893958,-0.3574742814671645,0
95,b,a,a,,,0.681005450694874,,,2.9201470024242333,,0
96,b,a,,,b,,-0.0773867076481956,-0.3940080912452182,0.8496396277053808,,0
97,,b,b,,b,,-1.2591263475888428,-2.848369758105341,-1.438173017343733,-1.2944261956057477,1
98,b,,,,,1.3483655698114267,,-2.079234168766403,0.6359664813805433,-0.0283635890117124,1
99,,b,,,,,1.5427487554225752,3.069383189412662,,-0.3808022172866495,0
100,,,,a,,0.0792811392171504,0.8128660826091773,,,,0
101,b,,,b,,,0.0468461084947423,,-0.3212531593310145,0.1379722212354147,1
102,a,,b,,,,0.4137478750336817,,0.6152518663355173,0.5027161139848094,0
103,,,a,a,a,-0.274203420078235,,1.6833118445820885,0.5112437313468868,,0
104,b,,a,,a,,-1.417916894464698,,0.4742673735177039,-0.3752357328491451,0
105,,,b,,,-0.0702652346018594,,,0.9701725220320412,,0
106,a,a,a,,b,0.0024409905634837,,1.0825541125319265,0.9642785081226604,,0
107,,,,,,,0.7631689730468951,,,,0
108,,,b,a,a,-0.3614064125376022,,,,0.0081416562452552,1
109,,a,,,b,-0.976759112525006,,3.4166439396024844,,0.1729958104084054,1
110,,,a,,,1.2102322756048076,,,-0.2612482038113269,-0.2901181789223675,1
111,a,a,,,a,-0.958425241786013,-1.1669266514937762,,,-1.4463744666642353,1
112,,,a,,,1.0913213586807469,,0.0776069848386565,-0.4271181810539989,,1
113,,b,a,,b,1.461252292028555,,0.1118565885258816,,,0
114,a,b,b,,,0.9703243509080672,,-2.115054562637938,0.6495112484725261,,1
115,,a,a,b,b,-0.8608452940065248,,,,,1
116,b,a,a,,,,-1.2727997390070993,,-1.5528742990491808,-1.3986761763490168,1
117,b,b,b,b,,,-1.1911691896133612,,-0.6282093500729049,-0.8671819006449943,1
118,,b,,,,0.666915254542594,,,1.5779676388318842,,0
119,a,a,,b,,-0.3570500254331952,-0.6064277515295364,,,0.5126153779331294,1
120,a,b,,,a,,-0.5078351114527859,,2.016184227431255,,0
121,,a,,,b,,,,0.8840512306186755,,0
122,,b,b,a,,,1.0808131091436444,,1.102425565279473,,0
123,,b,b,,,0.4627223118740722,,-1.143844858603286,,,0
124,b,,b,b,b,0.9941801369608682,0.7358699559983959,,-0.3055746051978637,,0
125,,,b,a,a,3.0030319893552364,0.4508106842408489,,,,1
126,a,b,,,b,-0.6518000266947991,0.5584926197607559,0.8915388141406246,,0.2718186181200976,0
127,b,a,,,,-1.82534085494454,,-0.8361177680196051,,,1
128,,,b,,b,-0.6624129294543892,0.2189324717813642,,1.3085550364649206,0.990198915004613,0
129,a,,b,b,,-0.6045521051902945,,-2.243194882734856,,-0.6851730811995892,1
130,a,a,,a,,,-1.6576426070771568,-3.116112411475739,0.5692257790132113,,0
131,a,a,,a,,0.151114252438155,,,-0.8316694585681947,,1
132,,a,,a,,,,,1.0500815327976003,,1
133,,b,b,b,a,,1.397953039509546,,,0.1382790809836089,0
134,,a,,,,-0.2694854016080431,,-0.7249495117002034,-1.2043044431389396,,1
135,a,,,,a,,,-1.942297758201228,,-0.1307249798334333,0
136,,b,b,,b,0.9636017303043344,0.1850821715908987,,,,1
137,,a,a,b,b,,,-0.3018931712773715,-0.9646081166003292,-0.4907040986491626,1
138,,,,a,,,0.103000580832306,,-1.682373426255675,,1
139,,a,,b,b,-0.9354072043498656,0.8156361066764404,,-3.542528252082334,,1
140,b,b,b,,a,,,1.2321601196355707,,0.069810831504904,0
141,a,,,a,b,,-0.5631106098149585,,2.1004196785467397,,0
142,b,,b,b,a,1.1666583985124377,,-0.1421262186100782,-0.437953775737274,,1
143,,,,,b,0.2500306700599125,1.7277511593532435,,0.6362408972555371,,0
144,,,,,,-0.7457091471283542,-0.4483609001294432,-0.9980865069459128,-0.1986549254242788,-0.3108871291325477,1
145,a,b,,b,,-0.1154440490720214,,,,-0.319042664870152,1
146,,b,,,,,-0.7924177824234907,-1.711914858735499,,0.4578194405011298,1
147,,a,a,,a,,0.6024911042841267,,0.2058615566954212,0.3135265692891482,0
148,b,,a,b,b,0.3441772213371169,-0.7463442482131722,-1.4075828242399622,,-0.5818424177234336,1
149,b,a,,,,,0.7434775885856516,1.2459341528392749,,0.3764115315006353,0
150,,,,b,,-0.3892187142812407,-0.6950772157252361,-1.2224403760364106,-0.416838878367576,,1
151,,,,,b,0.7214825883137503,,0.2056453757787616,,0.4714919613240048,0
152,,b,b,b,a,-0.4817185583311182,0.2415812011815722,,,0.1750524517159593,0
153,b,b,b,a,,,,-0.3835989897832256,,,1
154,,a,a,a,a,,-1.3115359285736492,,0.2657892527294838,,0
155,b,,a,a,a,-1.2322546443681082,,,0.3117828789663942,0.2987741690045197,0
156,a,,a,b,b,-0.1825773311621085,0.0377265989935428,0.0496616028365427,-1.992335401524069,-1.1089195765778948,1
157,,,b,a,,,0.9708857051074408,,1.295155708188989,1.3424360754248268,0
158,,a,,,,-0.5037232986752908,,,1.1954912877014043,,1
159,,,b,a,b,,-2.061595964108794,,,,1
160,b,,,b,,,,0.7208893248774686,,-0.1399552431916227,1
161,b,,,,,,,,0.2001076900204357,0.4195230231724522,0
162,,,a,,,-0.6775339528383393,,,,-0.4952959638771729,0
163,,a,,b,,,,3.328012141036206,,1.0448703275329485,0
164,,a,a,,,0.3659830484891206,2.312799078413819,,-0.4378182792460047,,0
165,b,,b,b,b,0.462306885455208,-0.0708529285102606,,,-1.2678917121013598,1
166,,,,a,a,-1.3907337050800217,,,2.029405581830821,,0
167,,b,b,a,,,,,0.1554342535292679,0.9465730378592364,0
168,,,b,b,,0.9753343534368408,-1.9747176993256772,,-0.8019086300396436,,1
169,b,a,,a,b,,-0.1372153682078566,-0.3080585768757085,1.76575185185121,,0
170,,a,a,a,,,1.823539280151508,3.386599710088284,,1.3847520724068372,0
171,a,,a,a,a,0.8860835249359337,-0.0544135173623665,-0.4666473262280022,1.1621817681154445,,0
172,b,b,,,,-2.217732334446086,,,-0.1105413210857574,0.2647705018966271,0
173,,b,,,a,,0.3614244857762577,,-0.4938120546162249,,1
174,,a,a,b,b,,,,,,0
175,,b,,b,,,0.0165300931549245,0.0889942156780663,,-0.1885010202196022,1
176,,,,b,,-0.5400765228155062,0.1338378832688009,,,,1
177,,b,,b,a,,,1.0726178223181255,-0.539890263290581,,0
178,,a,b,b,,,,0.7994156208281917,,,1
179,b,,a,,b,,-0.8475561562689726,-1.618063874018503,,-0.0779118714301189,0
180,b,,,a,a,-0.8550156745806139,1.2966194286137254,1.917708551537052,,,1
181,b,b,,,b,-0.5464666189062158,,-3.7963154940162913,0.6406315555438457,-0.6738782463448685,1
182,,b,b,,,,0.153671004452275,0.7170821020445652,,,1
183,b,,b,,b,-0.6916513031359117,1.3338893063621935,2.661269865681039,0.3752499599117829,,0
184,,a,,a,b,,,,,,1
185,,b,,,,,0.670347807719519,,-1.668107531826373,-0.4983107659653076,1
186,,b,b,b,a,,-0.2521173432325486,,-1.5459037445802302,-0.7489663315476454,1
187,,a,,,,0.0493353260119475,0.5406877667289808,1.3123362248399342,0.6386163022192415,0.7279002980635544,0
188,,,,,a,,-0.7615205848031696,-1.619387035389935,,,1
189,,b,b,a,b,,0.650662582325957,0.8851281325168481,,0.6245667924637637,0
190,a,,b,b,,,0.9193066789781073,1.7038106164213085,,-0.6044341944041012,1
191,b,,a,b,b,,,,,0.3476622987057235,0
192,a,a,,,,,,5.791442954613796,,0.7323916260427984,0
193,b,a,a,b,b,,-0.908362665823606,,-1.346807182790831,-1.1008259229935178,1
194,a,,a,,,,-0.1335286190798361,-0.4695315252195879,,,0
195,,a,,,b,,0.301805075707693,,1.2140603037197688,0.7635075780754678,0
196,a,a,,,b,-0.345632919846028,0.0441158315089556,,,-0.4427448298843379,1
197,b,b,a,,b,,,-0.973130025624559,,-0.757847495853236,1
198,,a,,,a,-0.7070063887273503,0.3872733760330868,0.8873567991724651,2.073148543672292,1.010768397104044,0
199,b,,,,,,-2.23050859208749,-4.47164877781155,-0.668497130755164,,1
200,a,,a,,,-0.3898760179397036,-1.1328433823811397,,,-0.2799782974267395,0
201,,,b,b,,,0.0397382041312043,0.0852512577100683,,,1
202,,b,,,,0.0245385131481687,,3.661729816942332,0.3147490589249362,1.2057697497845967,0
203,a,b,b,a,,-1.809628063322544,,0.7635570674040981,-2.196406623196452,-0.954106954653346,1
204,,b,b,,a,,-0.973824309736551,,,-1.5051256895171914,1
205,,b,,a,,0.0907904557836336,,-1.304600782337623,,,1
206,,,b,a,b,-1.131618311066568,1.0551006760830213,2.2572690878060104,,,0
207,b,,,,,,-0.3990012375938869,,-0.5539114528992208,,1
208,a,b,b,a,b,,,-1.6947513178243496,1.0254560717651044,,1
209,,a,a,a,a,0.5903091365387878,,,0.2562468209001052,-0.3851508792126337,0
210,b,,a,,b,2.159592445457246,-0.5032620911198694,,,,1
211,,,a,b,b,,,-0.1232187154157766,,,1
212,,b,,a,,1.027909094988822,-0.2522555238745316,-0.3217988226991919,1.568649371656162,0.8614740821704918,0
213,b,,,b,b,,,,,,0
214,a,,b,b,,-1.1167504913843351,-0.92303866849627,-1.4814636662449383,,,1
215,,,,a,b,0.5616027032313606,-0.2820828875357745,,1.932086517320431,0.925111556948954,0
216,,b,,a,b,-0.1172247136696166,,,,,0
217,a,b,b,a,,0.5769435589685269,,0.7128015955151026,,0.5811586961470685,0
218,b,b,b,,a,,,0.6503997222060028,-1.2410154105068358,-0.3392841061872296,1
219,b,,b,,,,-0.2667457273664581,,,-0.1044093620608463,1
220,,a,a,,,-0.8876670033351609,0.250243932019809,,1.107608276330274,,0
221,b,a,,,b,0.5710872292309361,,,,,1
222,,a,,,a,,,-0.5015966782374129,-0.4810657718622433,,1
223,,,,b,,-0.415203984215688,0.9387944439659116,,-0.789747019165768,-0.0714997718805506,1
224,a,a,,b,,,,,,-0.6571350231453899,1
225,,a,a,b,b,,,-0.4059729265986654,,,0
226,,a,a,b,b,,0.0384783491731335,,,-0.5706487274146983,1
227,b,,,b,a,,-1.7854203297534574,,-0.5778980264839942,,1
228,a,b,b,,,0.5188534022161566,,,,0.3112404659458239,0
229,a,,,b,,,,1.8713509899609293,-0.6885601461516602,0.0093934911648253,0
230,a,,b,,,1.059596010472455,,-0.5439136625530744,,,0
231,a,a,a,,,,1.13101200006619,2.345595669357348,,,0
232,,,,,a,,-0.9226851175817076,-1.507877800944876,1.0233632314873224,,0
233,,a,a,,,,-1.3039807872081175,-2.7074873246826665,,-1.580140470835422,1
234,,,a,a,,-2.052393271057389,0.4898720770125233,,,,0
235,b,a,,a,,0.4660560587294553,1.3519491880979932,2.5463343090758483,,0.6392952836284121,0
236,,,b,,,,-0.8476659776609503,-1.9691016269802764,-1.6285299486608793,,1
237,,,,,,,,0.649965016491712,,-0.5250265271937776,1
238,b,a,,,a,0.1099057926851439,,,0.5841204366516725,,0
239,b,,a,,b,-0.8308337478278899,1.023386486371956,1.6122671530852437,0.4277783585797419,0.6608044657620287,0
240,b,,,a,,,,3.880922189092233,,,0
241,,,,,a,-0.911734758549682,-0.5419422096289329,-1.395698020309732,,,1
242,,,b,,,2.317115836513241,,1.9361471265743444,,1.209987416119766,0
243,,b,b,b,a,-0.6907805774171047,,,-0.1773257250332995,0.6972971147801673,0
244,a,b,,b,,,,,0.1649017914890492,,1
245,b,b,,,,0.1149649586075297,,,,1.6364695661318842,0
246,a,,,,,0.8058926860468459,,-1.4760593784823586,,,1
247,a,,,,a,,,,0.959126944634029,0.3004704440763005,0
248,b,,,,,1.001267073805684,,0.9998337575330634,-1.923748828651106,-0.9074169802917852,1
249,a,a,,,,,-1.24595678291214,-2.4020066690648454,-0.2380802195752308,-0.7527399695820639,1
250,b,a,a,,,,-1.184095738609087,-2.6398114280399554,-0.2364320075050261,-0.4848605166303583,1
251,,b,,,a,0.5509972205187721,,0.8769836489760672,0.9909235873529882,0.8989250711172453,0
252,b,a,,,a,-0.4225426475266642,0.7433059071724205,1.1599085593667031,1.2544447560754195,0.921757018778085,0
253,a,a,a,,b,,,1.430746271935078,-1.6173649708247295,-0.6388903326738834,1
254,,b,b,b,a,,,,-0.5913615200765087,,1
255,,a,a,,b,-0.3109177107576985,,,,,0
256,a,,a,,b,-0.1078148636226162,,,,-0.9917060444519616,1
257,,,b,,a,0.5389967716338914,,3.211541581450913,0.0717863203113266,0.7505097135084169,0
258,a,a,,a,,-2.414952090658862,1.754313858681763,3.398015129103184,0.5155765936694173,1.1174011200095089,0
259,,,a,,,-0.6033382252801635,-0.6719002869632025,-0.8611863533597774,-0.4984146172809719,-0.9095774826473206,1
260,b,b,,b,,,,-2.584805510835816,-3.6424022244867698,-2.324858542829423,1
261,,,,,b,0.999809562961348,0.0867009618113638,0.1259726170240727,,0.2524736146475417,0
262,a,,a,,,-0.5866254469288082,,,,,0
263,,a,,b,,-0.5014096594618087,2.4490189503792603,,,1.0884056986384354,0
264,,,b,a,,-1.4262033929863858,-0.3400630439245688,,,,1
265,b,a,a,,a,,,0.6237310685422485,,0.9067955728398718,0
266,,,,b,,,,,-0.2262964399007685,,1
267,,b,,,b,,,,,0.4950761510305713,0
268,,a,,a,b,-0.0837224445772821,,,,,0
269,b,,,,a,0.0436966839209823,-0.8631969980559873,,-0.0817971879168452,,1
270,,a,a,b,,0.2056527015760696,0.3867607104492659,0.5478543894491794,-0.6648611876004072,-0.3102896616987787,1
271,,a,,b,b,-0.7233288385520746,-0.8956773462708708,-2.0083044367790768,,,0
272,b,b,b,a,a,,,-0.4335143827847821,1.0946412308312874,0.4640858296884722,0
273,,b,,,a,,0.1536551612536129,,,0.9053702330318087,0
274,,,,b,,,0.2959183590875791,,-0.0082238117135325,,0
275,b,b,b,a,a,,,1.8653719092135963,-0.0014833744087008,0.3692492963100392,0
276,,a,,,b,-1.8316284554708808,0.1256546798939245,,-1.198513956129563,-0.5331576429062217,1
277,a,a,,a,,0.1381157901084842,1.0930562408632134,,2.567587041461642,,0
278,,b,,,,-0.2056746558668397,,-0.8699846783360304,,,1
279,,b,b,,,,0.2997163237821722,,0.2634592488622919,,0
280,,,,a,,,0.7259402468358238,1.6365227886631784,,1.2150049290018938,0
281,,,a,b,b,-1.6357369466879572,,,-1.0450989411537073,-0.1806308914678208,1
282,a,,,a,,0.7926898273466274,,,,,1
283,b,,,b,,,-0.4277301320972118,,-0.0393934828243048,-0.2202830279338271,0
284,,,,,,,-0.1260225449425799,,,0.4759686508428248,0
285,a,,b,a,,1.1475534667405929,,-2.6174972520959088,0.4013947800672696,-0.3654285096243039,1
286,,,a,,,-1.245050688134128,0.3383712807191386,,,,0
287,,,,,a,,-0.1153254713583147,-0.323724532078356,,-0.2957296016487748,1
288,,a,a,b,b,,-0.6327846301598122,-1.2565450656011934,-0.064341638462585,-0.4825378123748486,1
289,,,,,a,,-1.353268829608436,,-0.0946949995783209,,1
290,b,a,,,,,0.0737624616471232,,,-0.0239778252096837,0
291,,,b,a,b,,0.6067533135456764,,0.721436288901541,,0
292,b,a,,a,a,,,,,-0.2508034664049338,0
293,b,,,b,,-0.6265498097278598,,,,0.2861105180956478,0
294,,b,b,,,,,,,,1
295,b,,b,,,,,,0.2959947042512083,0.7384177682669312,0
296,,,b,,,,,,1.570340753969996,0.1692242983290617,1
297,,,,b,,,,,-0.2424163281068102,-0.3345870955821555,1
298,a,,b,a,,,,,1.6647828681564445,1.0681332857407335,0
299,a,a,a,,b,,,-1.885578740658192,,-0.6696014937885605,1
300,,,a,a,a,,,,0.0341890272717255,-0.6907913967090561,1
301,b,a,a,,,,,,-1.0193565914703602,,1
302,a,b,b,,a,,,2.886944821408321,,0.6293859254934984,0
303,a,b,,,,,,-1.0555542909029465,-0.6512870307512103,,1
304,a,b,,,,,0.4047202607156307,0.5325630443394554,1.728722428625968,,0
305,b,a,a,b,b,0.4644883384847153,,-2.1531432176981915,,-0.7677278935931329,1
306,a,,,a,b,0.2478459412357951,,-0.2081703534680957,,0.2161071515199873,1
307,a,b,,a,,0.705737370657824,,,,,0
308,,,a,b,,,,,,0.1230774000653271,1
309,,a,a,b,b,,0.5087276066231254,0.8235256602216733,,,1
310,,,b,,,,,0.2218259237746196,,-0.1297817413705773,1
311,b,,b,a,b,,0.4943430469716356,0.9679586815507316,0.5055690998345153,,0
312,a,,,a,,,,,,,1
313,,a,a,b,b,0.5537236778488139,0.8834684588642618,,,,0
314,a,,,b,,,0.4133353486510473,0.6898481267927057,-2.5505508322192445,-0.9902067450279092,1
315,,,b,a,,,,,,,1
316,a,a,,,b,0.8817473454418936,0.3225689884796935,0.6186025723147388,-1.6356958537848063,,1
317,,,a,a,,,-0.5511456517338338,,1.7433279864981122,0.5693256772029399,0
318,a,,b,a,b,0.7636254792344565,,,-1.3454069118614116,,1
319,b,,a,a,,,-0.0438862382168463,-0.5139226920663779,,0.0193406902421066,0
320,,b,,b,,-1.5445818747140692,,,-0.5042659515111053,,1
321,,,,b,,,0.1503904179187206,,,,1
322,,,,,b,,-0.9367625355353568,,,,1
323,,b,,,a,0.7273778978386465,,-1.26294822024311,,,1
324,,,,b,b,,0.4358735579236935,1.2655404587984267,-0.099906416009825,0.0780885123344816,1
325,b,,,b,b,,,-1.331891854409904,-0.236461705659275,,0
326,,a,b,b,,,-0.7166472998247083,,-1.0688730846853216,-1.04540402377115,1
327,,,a,,a,,,0.565901913097764,0.4298146939410963,,0
328,,,,,,-0.7634432067126357,-0.2088037965689703,-0.3191365056211462,0.2870869269406274,0.1529747933056269,1
329,a,b,b,a,,-0.4974108329203754,-0.1641734444378647,-0.040792553996891,,,1
330,b,a,,b,b,-1.3375412633038175,-1.5511352022773877,-3.1851630363089942,-1.964538855041554,-1.5765076255430626,1
331,,b,b,b,,,-1.1016904863674342,-1.9520735588836928,,,1
332,b,,b,b,a,-0.0772299413374952,,-0.1846117033100661,,,1
333,,,b,,,0.1265973850075727,0.7213480385470605,,,,0
334,,a,,,a,,,,,-0.5325091536452766,1
335,,a,,,,,1.5262413043351235,2.911681003425587,,1.0432605947014888,0
336,a,,b,,,,,0.1921313912253062,,0.1724690742462566,0
337,b,a,a,,b,-1.0001357584820365,,1.8784430497351363,,,0
338,b,,,b,b,,0.6166649842613711,,-0.2234802842930894,0.1668376572220897,0
